ID,"Date année","Date mois","Date jour",Départ,Arrivée,Pays,"KMs jour","KMs cumulé","Altitude (m)","Latitude degrés","Latitude minutes","Latitude décimale","Latitude radian","Longitude degrés","Longitude minutes","Longitude décimale","Longitude radian","KMs du départ (vol oiseau)","KMs du départ (corde)","KMs par étapes (segments)","KMs par étapes (cumulé)",Objet,Lieu,Contexte,Catégorie,Post,Jour,Titre,"Poids (g)","Taille (mm)",Couleur,Matière,Origine,Date,Coordonnées,,,
574,2014,4,26,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,64,3,11552,31925,557,101,40857,101681,17747,109078,96242,0,449279,"Flacon de betadine","Biji Biji Initiative/Harmony Hub","Boulot boulot","Carnet de bord",1,"Jour 574","Le grand tournant",326,51,17,0,2,"samedi 26 avril 2014","N 03°11,552' E 101°40,857'",,,
575,2014,4,27,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,63,3,11557,31926,557,101,40852,1016809,17747,109078,96242,0,44928,Pincette,"Biji Biji Initiative/Harmony Hub","Boulot boulot",Almanach,0,"Jour 575",0,236,30,14,2,2,"dimanche 27 avril 2014","N 03°11,557' E 101°40,852'",,,
576,2014,4,28,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,61,3,1155,31925,557,101,40849,1016808,17747,109078,96242,0,44928,"tube métallique","Biji Biji Initiative/Harmony Hub","Boulot boulot",Almanach,0,"Jour 576",0,39,11,14,2,2,"lundi 28 avril 2014","N 03°11,550' E 101°40,849'",,,
577,2014,4,29,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,62,3,11554,31926,557,101,40854,1016809,17747,109078,96242,0,44928,"Poids 3x5g","Biji Biji Initiative/Harmony Hub","Boulot boulot",Almanach,0,"Jour 577",0,1418,30,14,2,2,"mardi 29 avril 2014","N 03°11,554' E 101°40,854'",,,
578,2014,4,30,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,67,3,11555,31926,557,101,40858,101681,17747,109078,96242,0,44928,Agraphes,"Biji Biji Initiative/Harmony Hub","Boulot boulot",Almanach,0,"Jour 578",0,38,9,14,2,2,"mercredi 30 avril 2014","N 03°11,555' E 101°40,858'",,,
579,2014,5,1,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,64,3,11552,31925,557,101,40855,1016809,17747,109078,96242,0,44928,"Bille de polystyrène","Biji Biji Initiative/Harmony Hub","Boulot boulot",Almanach,0,"Jour 579",0,1,5,13,3,2,"jeudi 1 mai 2014","N 03°11,552' E 101°40,855'",,,
580,2014,5,2,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,1155,31925,557,101,4086,101681,17747,109078,96242,0,44928,"Objet métallique non identifié","Biji Biji Initiative/Harmony Hub","Boulot boulot","Carnet de bord",1,"Jour 580","Mise en panne",942,42,14,2,2,"vendredi 2 mai 2014","N 03°11,550' E 101°40,860'",,,
581,2014,7,31,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,11551,31925,557,101,40864,1016811,17747,109078,96242,0,44928,"pile ronde","Biji Biji Initiative/Harmony Hub","Reprise du travail","Carnet de bord",1,"Jour 581","Reprise d'antenne à KL",293,12,14,0,2,"jeudi 31 juillet 2014","N 03°11,551' E 101°40,864'",,,
582,2014,8,1,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,11548,31925,557,101,40863,1016811,17747,109078,96242,0,44928,"Tendeur rouge","Biji Biji Initiative/Harmony Hub","Soiré pizza",Almanach,0,"Jour 582",0,55,25,12,3,2,"vendredi 1 août 2014","N 03°11,548' E 101°40,863'",,,
583,2014,8,2,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,11551,31925,557,101,40868,1016811,17747,109078,96242,0,44928,"Embout de visseuse","Biji Biji Initiative/Harmony Hub","travail GPS/montage vidéo",Almanach,0,"Jour 583",0,1356,63,14,2,2,"samedi 2 août 2014","N 03°11,551' E 101°40,868",,,
584,2014,8,3,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,11557,31926,557,101,40857,101681,17747,109078,96242,0,449281,Clou,"Biji Biji Initiative/Harmony Hub","travail GPS/montage vidéo",Almanach,0,"Jour 584",0,324,34,14,2,2,"dimanche 3 août 2014","N 03°11,557' E 101°40,857'",,,
585,2014,8,4,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,11559,31927,557,101,40861,101681,17747,109078,96242,0,449281,Vis,"Biji Biji Initiative/Harmony Hub","travail GPS/montage vidéo/écriture",Almanach,0,"Jour 585",0,87,12,14,2,2,"lundi 4 août 2014","N 03°11,559' E 101°40,861'",,,
586,2014,8,5,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,11558,31926,557,101,40869,1016812,17747,109078,96242,0,449281,"Cheville grise","Biji Biji Initiative/Harmony Hub","travail GPS/montage vidéo/écriture",Almanach,0,"Jour 586",0,87,36,14,3,2,"mardi 5 août 2014","N 03°11,558' E 101°40,869'",,,
587,2014,8,6,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,11547,31925,557,101,40858,101681,17747,109078,96242,0,449281,"Bijoux métal","Biji Biji Initiative/Harmony Hub","travail GPS/montage vidéo",Almanach,0,"Jour 587",0,259,22,14,2,2,"mercredi 6 août 2014","N 03°11,547' E 101°40,858'",,,
588,2014,8,7,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,11552,31925,557,101,40862,101681,17747,109078,96242,0,449281,"Miroir décoration","Biji Biji Initiative/Harmony Hub","Reprise du travail","Carnet de bord",1,"Jour 588","Sur le départ...",543,90,0,0,2,"jeudi 7 août 2014","N 03°11,552' E 101°40,862'",,,
589,2014,8,8,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,11554,31926,557,101,40861,101681,17747,109078,96242,0,449281,Corail,"Biji Biji Initiative/Harmony Hub","Reprise du travail",Almanach,0,"Jour 589",0,695,64,13,7,1,"vendredi 8 août 2014","N 03°11,554' E 101°40,861'",,,
590,2014,8,9,Kuala-Lumpur,Kuala-Lumpur,Malaysia,0,8641,65,3,11547,31925,557,101,40855,1016809,17747,109078,96242,0,449281,Broche,"Biji Biji Initiative/Harmony Hub","Nouveau départ",Almanach,0,"Jour 590",0,718,40,14,0,2,"samedi 9 août 2014","N 03°11,547' E 101°40,855'",,,
591,2014,8,10,Kuala-Lumpur,Kuala-Sengalor,Malaysia,65,8706,65,3,11545,31924,557,101,40859,101681,17747,109078,96242,0,449281,Durian,"Biji Biji Initiative/Harmony Hub",Départ,"Carnet de bord",1,"Jour 591","Départ de Kuala Lumpur",38,25,3,1,1,"dimanche 10 août 2014","N 03°11,545' E 101°40,859'",,,
592,2014,8,11,Kuala-Sengalor,Kuala-Sengalor,Malaysia,75,8781,32,3,20262,33377,583,101,14634,1012439,1767,10864,95954,512,449793,Os,"Kuala Sengalor","Palme #1",Almanach,0,"Jour 592",0,21,17,17,7,1,"lundi 11 août 2014","N 03°20,262' E 101°14,634'",,,
593,2014,8,12,Kuala-Sengalor,Teluk-Intan,Malaysia,80,8861,34,4,1458,40243,702,101,1182,1010197,17631,107898,95465,803,450596,"sciure de bois","Teluk Intan","Palme #2",Almanach,0,"Jour 593",0,76,0,17,1,2,"mardi 12 août 2014","N 04°01,458' E 101°01,182'",,,
594,2014,8,13,Teluk-Intan,Sri-Manjung,Malaysia,70,8931,10,4,21156,43526,76,100,37554,1006259,17563,107337,95092,569,451166,"Objet métallique non identifié","Sri Manjung","Palme #3",Almanach,0,"Jour 594",0,349,24,14,2,2,"mercredi 13 août 2014","N 04°21,156' E 100°37,554'",,,
595,2014,8,14,Sri-Manjung,Parit-Buntar,Malaysia,80,9011,6,5,6156,51026,891,100,2919,1004865,17538,106603,94601,848,452014,"Fibres de coco","Parit Buntar","Palme #4",Almanach,0,"Jour 595",0,35,70,17,1,1,"jeudi 14 août 2014","N 05°06,156' E 100°29,190'",,,
596,2014,8,15,Parit-Buntar,Butterworth,Malaysia,50,9061,8,5,23664,53944,941,100,2187,1003645,17517,106268,94377,352,452366,"Fiche RCA",Butterworth,"Plan (hébergement) foireux","Carnet de bord",1,"Jour 596","De Kuala Lumpur à Penang",17,37,0,0,2,"vendredi 15 août 2014","N 05°23,664' E 100°21,870'",,,
597,2014,8,16,Butterworth,Penang,Malaysia,0,9061,22,5,25012,54169,945,100,19974,1003329,17511,106227,94349,43,452409,"Bijoux métal","George Town, Penang","viste d'Erwan et de Zul",Almanach,0,"Jour 597",0,73,30,3,2,2,"samedi 16 août 2014","N 05°25,012' E 100°19,974'",,,
598,2014,8,17,Penang,Penang,Malaysia,0,9061,24,5,2499,54165,945,100,19938,1003323,17511,106227,94349,1,452409,Foret,"George Town, Penang","Reprise du travail",Almanach,0,"Jour 598",0,253,60,14,2,2,"dimanche 17 août 2014","N 05°24,990' E 100°19,938'",,,
599,2014,8,18,Penang,Penang,Malaysia,0,9061,24,5,25074,54179,946,100,20028,1003338,17512,106227,94349,2,452412,"Bracelet de montre","George Town, Penang","Ecriture/montage vidéo",Almanach,0,"Jour 599",0,284,23,14,2,2,"lundi 18 août 2014","N 05°25,074' E 100°20,028'",,,
600,2014,8,19,Penang,Penang,Malaysia,0,9061,24,5,25068,54178,946,100,20014,1003336,17511,106226,94349,0,452412,"tube de plastique saumon","George Town, Penang","Tournage checkpoint 010",Almanach,0,"Jour 600",0,62,25,2,3,2,"mardi 19 août 2014","N 05°25,068' E 100°20,014'",,,
601,2014,8,20,Penang,Penang,Malaysia,0,9061,20,5,24918,54153,945,100,19882,1003314,17511,106227,94349,4,452416,Vis,"George Town, Penang","Opération visas",Almanach,0,"Jour 601",0,398,20,14,2,2,"mercredi 20 août 2014","N 05°24,918' E 100°19,882'",,,
602,2014,8,21,Penang,Penang,Malaysia,0,9061,16,5,25088,54181,946,100,19876,1003313,17511,106224,94347,3,452419,Sangle,"George Town, Penang",Boulot,Almanach,0,"Jour 602",0,213,140,14,0,2,"jeudi 21 août 2014","N 05°25,088' E 100°19,876'",,,
603,2014,8,22,Penang,Penang,Malaysia,0,9061,15,5,24912,54152,945,100,20076,1003346,17512,106229,94351,5,452424,plomb,"George Town, Penang","Noodle, boulot, dodo","Carnet de bord",1,"Jour 603","Noodles, boulot, dodo à Penang",479,19,14,2,2,"vendredi 22 août 2014","N 05°24,912' E 100°20,076'",,,
604,2014,8,23,Penang,Penang,Malaysia,0,9061,16,5,24802,54134,945,100,20233,1003372,17512,106233,94353,4,452427,Lutin,"George Town, Penang","Angry ghost festival",Almanach,0,"Jour 604",0,108,52,0,0,2,"samedi 23 août 2014","N 05°24,802' E 100°20,233'",,,
605,2014,8,24,Penang,Penang,Malaysia,0,9061,16,5,24979,54163,945,100,19965,1003328,17511,106227,94349,6,452433,"cerf plastique","George Town, Penang","Boulot (on voit le bout)",Almanach,0,"Jour 605",0,27,18,15,3,2,"dimanche 24 août 2014","N 05°24,979' E 100°19,965'",,,
606,2014,8,25,Penang,Penang,Malaysia,0,9061,12,5,24991,54165,945,100,20312,1003385,17512,106231,94352,6,45244,"Faux billet","Chulia street, Georgetown, Malaise",Boulot,Almanach,0,"Jour 606",0,81,120,12,5,2,"lundi 25 août 2014","N 05°24,9911' E 100°20,3116'",,,
607,2014,8,26,Penang,Penang,Malaysia,0,9061,13,5,24987,54165,945,100,20258,1003376,17512,10623,94352,1,452441,"Polygone verre","Kapitan cantine, Georgetown, Malaisie","Kapitan resto, journée boulot",Almanach,0,"Jour 607",0,609,38,16,8,2,"mardi 26 août 2014","N 05°24,987' E 100°20,2583'",,,
608,2014,8,27,Penang,Penang,Malaysia,0,9061,11,5,24992,54165,945,100,19945,1003324,17511,106227,94349,6,452446,"Pierre bleu","Lebuh Kimberley, Georgetown,Malaisia","Lancement d'Ulule",Almanach,0,"Jour 608",0,92,16,7,6,1,"mercredi 27 août 2014","N 05°24,9918' E 100°19,9448'",,,
609,2014,8,28,Penang,Sungai-Petani,Malaysia,50,9111,26,5,38568,56428,985,100,29334,1004889,17539,106148,94296,306,452752,"Drapeau Malais","Sungai Petani, Malaisie","Pas de vélo dans le train",Almanach,0,"Jour 609",0,18,275,0,4,2,"jeudi 28 août 2014","N 05°38,5680' E 100°29,334'",,,
610,2014,8,29,Sungai-Petani,Kuala-Perlis,Malaysia,100,9211,23,6,2394,6399,1117,100,10938,1001823,17485,105289,93716,907,453659,Lego,"Kuala Perlis, Kangar, Malaisie","Dernière ligne droite en Malaisie","Carnet de bord",1,"Jour 610","Objectif Thaïlande",135,25,12,3,2,"vendredi 29 août 2014","N 06°23,940' E 100°10,938'",,,
611,2014,8,30,Kuala-Perlis,Padang-Besar,Malaysia,50,9261,98,6,39906,66651,1163,100,19662,1003277,1751,105169,93634,337,453996,"Ticket de train","Padang Besar","Fièvre et fontière",Almanach,0,"Jour 611",0,107,177,6,5,2,"samedi 30 août 2014","N 06°39,906' E 100°19,662'",,,
612,2014,8,31,Padang-Besar,Bangkok,Thailand,0,9261,10,13,4434,13739,2398,100,31007,1005168,17543,99313,89564,7871,461866,"Petite roue","Hua Lamphong Railway Station Bangkok Thaïlande","Arrivée en piteux état",Almanach,0,"Jour 612",0,13,13,14,3,2,"dimanche 31 août 2014","N 13°44,3396' E 100°31,0068'",,,
613,2014,9,1,Bangkok,Bangkok,Thailand,0,9261,24,13,44097,13735,2397,100,34595,1005766,17554,99358,89596,65,461931,"Ciselure métalique","Samitivej Hospital Bangkok","C'est la Dengue","Carnet de bord",1,"Jour 613","Convalescence Bangkokoise...",115,25,3,2,2,"lundi 1 septembre 2014","N 13°44,097' E 100°34,5948'",,,
614,2014,9,2,Bangkok,Bangkok,Thailand,0,9261,24,13,44093,137349,2397,100,34596,1005766,17554,99358,89596,0,461931,"ruban métal","Samitivej Hospital Bangkok",Convalescence,Almanach,0,"Jour 614",0,95,27,14,2,2,"mardi 2 septembre 2014","N 13°44,093' E 100°34,596'",,,
615,2014,9,3,Bangkok,Bangkok,Thailand,0,9261,24,13,44095,137349,2397,100,3459,1005765,17554,99358,89596,0,461931,"Bracelet hospitalisation","Samitivej Hospital Bangkok",Convalescence,"Carnet de bord",1,"Jour 615","En direct du Samitivej Hospital",217,110,13,3,2,"mercredi 3 septembre 2014","N 13°44,095' E 100°34,590'",,,
616,2014,9,4,Bangkok,Bangkok,Thailand,0,9261,24,13,44099,13735,2397,100,34591,1005765,17554,99358,89596,0,461931,Timbres,"Samitivej Hospital Bangkok",Convalescence,Almanach,0,"Jour 616",0,18,43,0,5,2,"jeudi 4 septembre 2014","N 13°44,099' E 100°34,591'",,,
617,2014,9,5,Bangkok,Bangkok,Thailand,0,9261,24,13,44101,13735,2397,100,34589,1005765,17554,99358,89596,0,461931,"Cure dent","Samitivej Hospital Bangkok",Convalescence,Almanach,0,"Jour 617",0,24,90,8,0,2,"vendredi 5 septembre 2014","N 13°44,101' E 100°34,589'",,,
618,2014,9,6,Bangkok,Bangkok,Thailand,0,9261,24,13,44093,137349,2397,100,34592,1005765,17554,99358,89596,0,461932,sel/poivre,"Samitivej Hospital Bangkok",Convalescence,Almanach,0,"Jour 618",0,219,50,8,0,2,"samedi 6 septembre 2014","N 13°44,093' E 100°34,592'",,,
619,2014,9,7,Bangkok,Bangkok,Thailand,0,9261,13,13,44185,137364,2397,100,33815,1005636,17552,99348,89589,14,461946,Clef," Bangkok Khlong Toei Nuea Bangkok, Thaïlande",Délivrance,"Carnet de bord",1,"Jour 619","Bilan malaisien...",543,46,14,2,2,"dimanche 7 septembre 2014","N 13°44,1848' E 100°33,8148'",,,
620,2014,9,8,Bangkok,Bangkok,Thailand,0,9261,7,13,44114,137352,2397,100,3378,100563,17552,99348,89589,1,461947,"Objet métallique","1 Thanon Sukhumvit, Khlong Toei Nuea, Watthana, Bangkok 10110, Thaïlande","Visa indiens",Almanach,0,"Jour 620",0,256,15,14,2,2,"lundi 8 septembre 2014","N 13°44,1135' E 100°33,7803'",,,
621,2014,9,9,Bangkok,Bangkok,Thailand,0,9261,7,13,4424,137373,2398,100,33773,1005629,17552,99347,89588,2,461949,Gaine,"10 Prasan Mit Alley, Khlong Toei Nuea, Watthana, Bangkok 10110, Thaïlande","Changement d'adresse",Almanach,0,"Jour 621",0,86,16,15,3,2,"mardi 9 septembre 2014","N 13°44,2396' E 100°33,7734'",,,
622,2014,9,10,Bangkok,Bangkok,Thailand,0,9261,5,13,44161,13736,2397,100,33251,1005542,1755,99342,89585,1,461959,"Crystal lustre","Samahan Alley, Khlong Toei, Khlong Toei, Bangkok 10110, Thaïlande","Boulot tranquille",Almanach,0,"Jour 622",0,865,58,16,0,2,"mercredi 10 septembre 2014","N 13°44,161' E 100°33,2506'",,,
623,2014,9,11,Bangkok,Bangkok,Thailand,0,9261,6,13,44549,137425,2399,100,33215,1005536,1755,99336,8958,7,461966,"Ornement textil","Khlong Toei Nuea, Watthana, Bangkok","Boulot dodo",Almanach,0,"Jour 623",0,83,47,11,4,2,"jeudi 11 septembre 2014","N 13°44,5492' E 100°33,2148'",,,
624,2014,9,12,Bangkok,Bangkok,Thailand,0,9261,6,13,44559,137426,2399,100,33059,100551,17549,99334,89579,3,461969,"Gaine de branche de lunette"," Khlong Toei, Bangkok","Boulot dodo",Almanach,0,"Jour 624",0,16,80,12,3,2,"vendredi 12 septembre 2014","N 13°44,5587' E 100°33,0587'",,,
625,2014,9,13,Bangkok,Bangkok,Thailand,0,9261,12,13,4402,137337,2397,100,34607,1005768,17554,99359,89597,3,461999,Médicament,"Khlong Tan Nuea, Watthana, Bangkok","Cheking post dengue",Almanach,0,"Jour 625",0,8,28,14,0,2,"samedi 13 septembre 2014","N 13°44,0204' E 100°34,6068'",,,
626,2014,9,14,Bangkok,Bangkok,Thailand,10,9271,6,13,43686,137281,2396,100,3347,1005578,17551,99351,89591,21,46202,"Rotule métal","Benjakiti Park, Bangkok","Ballade en famille","Carnet de bord",1,"Jour 626","Nouvelles de Bangkok",907,24,14,2,2,"dimanche 14 septembre 2014","N 13°43,6864' E 100°33,4696'",,,
627,2014,9,15,Bangkok,Bangkok,Thailand,0,9271,12,13,44818,13747,2399,100,3159,1005265,17545,99313,89564,4,46206,Vis,"Chambre de commerce Franco-Thaïe","Interview le Mouv",Almanach,0,"Jour 627",0,111,23,14,2,2,"lundi 15 septembre 2014","N 13°44,8181' E 100°31,5901'",,,
628,2014,9,16,Bangkok,Bangkok,Thailand,0,9271,48,13,43674,137279,2396,100,31447,1005241,17545,99327,89574,21,462081,diamants,"India visas office, Bangkok","Visas Indiens, done",Almanach,0,"Jour 628",0,95,7,16,0,2,"mardi 16 septembre 2014","N 13°43,6737' E 100°31,4474'",,,
629,2014,9,17,Bangkok,Bangkok,Thailand,0,9271,6,13,44165,137361,2397,100,33081,1005513,1755,9934,89583,31,462112,Ventouse," Lumphini, Pathum Wan, Bangkok","Boulot dodo",Almanach,0,"Jour 629",0,93,22,1,3,2,"mercredi 17 septembre 2014","N 13°44,1648' E 100°33,0805'",,,
630,2014,9,18,Bangkok,Bangkok,Thailand,0,9271,6,13,44224,137371,2398,100,33308,1005551,1755,99341,89584,4,462116,"connecteur banane","Sukhumvit 4 Alley, Khlong Toei, Bangkok","Boulot dodo",Almanach,0,"Jour 630",0,344,40,15,0,2,"jeudi 18 septembre 2014","N 13°44,2240' E 100°33,3075'",,,
631,2014,9,19,Bangkok,Bangkok,Thailand,0,9271,20,13,45063,137511,24,100,32227,1005371,17547,99317,89567,25,462141,"Vis plastique","Pantip Plaza",Course,Almanach,0,"Jour 631",0,23,31,15,0,2,"vendredi 19 septembre 2014","N 13°45,0634' E 100°32,2272'",,,
632,2014,9,20,Bangkok,Bangkok,Thailand,0,9271,13,13,44798,137466,2399,100,29475,1004912,17539,99289,89547,5,462191,"Miroir jaune","Wat Pho",Tourisme,Almanach,0,"Jour 632",0,57,23,4,8,2,"samedi 20 septembre 2014","N 13°44,7979' E 100°29,4747'",,,
633,2014,9,21,Bangkok,Bangkok,Thailand,10,9281,7,13,44309,137385,2398,100,31003,1005167,17543,99313,89564,29,46222,"Capuchon Jaune","Gare ferroviaire, bangkok","Adieu Bangkok","Carnet de bord",1,"Jour 633","Bye-bye Bangkok",194,23,4,3,2,"dimanche 21 septembre 2014","N 13°44,3093' E 100°31,0027'",,,
634,2014,9,22,Bangkok,Ta-Khit,Thailand,65,9346,51,15,57636,159606,2786,99,5562,99927,17441,97021,87919,2552,464771,Liege,"Ta Khit, Province de Nakhon Sawan, Thaïlande","Temple au mille singe",Almanach,0,"Jour 634",0,58,23,17,1,1,"lundi 22 septembre 2014","N 15°57,6360' E 99°55,6200'",,,
635,2014,9,23,Ta-Khit,Tha-Makhuea,Thailand,65,9411,64,16,14136,162356,2834,99,43842,997307,17406,96652,87652,371,465142,"Perle verte","Tha Makhuea, Khlong Khlung, Thaïlande","Boudhha day",Almanach,0,"Jour 635",0,3,5,5,3,2,"mardi 23 septembre 2014","N 16°14,1360' E 99°43,8420'",,,
636,2014,9,24,Tha-Makhuea,Wat-Kosamphi,Thailand,65,9476,102,16,41082,166847,2912,99,18642,993107,17333,95982,87164,671,465813,"textile doré"," Wat, Kosamphi, Thaïlande","Un long fleuve tranquille",Almanach,0,"Jour 636",0,67,83,3,4,2,"mercredi 24 septembre 2014","N 16°41,0820' E 99°18,6420'",,,
637,2014,9,25,Wat-Kosamphi,Tak,Thailand,40,9516,112,16,52338,168723,2945,99,7386,991231,173,95693,86953,289,466102,"Extension de fermeture eclaire","Tak, Thaïlande",Syncronisation,"Carnet de bord",1,"Jour 637","Sur la route de Tak",225,45,15,0,2,"jeudi 25 septembre 2014","N 16°52,3380' E 99°07,386'",,,
638,2014,9,26,Tak,Route-de-Mae-Sot,Thailand,30,9546,826,16,45978,167663,2926,98,52848,988808,17258,95614,86895,284,466386,"Patin de frein usé","route de Mae sot","Montagne et auto-stop",Almanach,0,"Jour 638",0,369,55,15,3,2,"vendredi 26 septembre 2014","N 16°45,9780' E 98°52,8480'",,,
639,2014,9,27,Route-de-Mae-Sot,Mae-Sot,Thailand,5,9551,252,16,42912,167152,2917,98,3377,985628,17202,95435,86764,343,466729,"Capuchon cahoutchouc","Squat de refugiés birmans","Colle et alcool",Almanach,0,"Jour 639",0,45,10,15,3,2,"samedi 27 septembre 2014","N 16°42,9119' E 98°33,7695'",,,
640,2014,9,28,Mae-Sot,Myawaddy,Myanmar,15,9566,254,16,4128,16688,2913,98,30582,985097,17193,95421,86754,64,466793,"Élastique de tente",Myawaddy,"One day - One Way","Carnet de bord",1,"Jour 640","Frontière birmane",86,67,13,0,2,"dimanche 28 septembre 2014","N 16°41,2800' E 98°30,5820'",,,
641,2014,9,29,Myawaddy,Thin-Gan-Nyi-Naung-Road,Myanmar,65,9631,722,16,41562,166927,2913,98,18858,983143,17159,95281,86651,208,467002,"Capsule de Myanmar","Thin Gan Nyi Naung Road, Myanmar","Un col, des bonzes","Carnet de bord",1,"Jour 641","Thin Gan Nyi Naung Road",226,30,0,2,2,"lundi 29 septembre 2014","N 16°41,5620' E 98°18,8580'",,,
642,2014,9,30,Thin-Gan-Nyi-Naung-Road,Eindu,Myanmar,75,9706,14,16,46002,167667,2926,97,45144,977524,17061,94826,86317,604,467606,"Bouton pression","Eindu, Myanmar","bombe à Eindu","Carnet de bord",1,"Jour 642","Changement de décor",41,11,15,0,2,"mardi 30 septembre 2014","N 16°46,002' E 97°45,1440'",,,
643,2014,10,1,Eindu,Hpa-An,Myanmar,30,9736,26,16,49344,168224,2936,97,35184,975864,17032,94663,86197,187,467793,Chainette,"grotte Wawgon, Hpa An","Visite touristique",Almanach,0,"Jour 643",0,86,35,14,0,2,"mercredi 1 octobre 2014","N 16°49,3440' E 97°35,1840'",,,
644,2014,10,2,Hpa-An,Thaton,Myanmar,40,9776,24,16,55177,169196,2953,97,22127,973688,16994,94429,86024,256,468049,Billet,"Mawlamyaing Road Thaton","Grimpette sur la colline en attendant l'orage",Almanach,0,"Jour 644",0,69,125,6,5,2,"jeudi 2 octobre 2014","N 16°55,1767' E 97°22,1271'",,,
645,2014,10,3,Thaton,Kyaiktiyo,Myanmar,75,9851,7,17,18054,173009,302,97,363,97006,16931,93856,85601,573,468622,connecteur,"Port de Kyaiktiyo","Foot au village","Carnet de bord",1,"Jour 645","Bain de foule à Kyaiktiyo",268,177,15,0,2,"vendredi 3 octobre 2014","N 17°18,0540' E 97°00,3629'",,,
646,2014,10,4,Kyaiktiyo,Bago,Myanmar,90,9941,15,17,19956,173326,3025,96,28612,964769,16838,93458,85306,563,469185,"Tube colle",Bago,"Cheap Guest House",Almanach,0,"Jour 646",0,217,67,0,0,2,"samedi 4 octobre 2014","N 17°19,9558' E 96°28,6119'",,,
647,2014,10,5,Bago,Bago,Myanmar,0,9941,27,17,20171,173362,3026,96,29802,964967,16842,93469,85314,21,469206,Filet,Bago,"En attendant Yangon",Almanach,0,"Jour 647",0,55,75,13,3,2,"dimanche 5 octobre 2014","N 17°20,1709' E 96°29,8021'",,,
648,2014,10,6,Bago,Hlawha-Lake,Myanmar,110,10051,17,16,58288,169715,2962,96,6914,961152,16775,93505,8534,574,46978,Spirale,"Hlawha Lake","Arrivée au centre","Carnet de bord",1,"Jour 648","Arrivée à Yangon",16,61,7,3,2,"lundi 6 octobre 2014","N 16°58,2876' E 96°06,9137'",,,
649,2014,10,7,Hlawha-Lake,Yangon,Myanmar,0,10051,14,16,44166,167361,2921,96,16708,962785,16804,93816,85571,314,470094,Pétard,"ThaBarWa, Tanlyin",déconnexion,Almanach,0,"Jour 649",0,14,23,7,3,2,"mardi 7 octobre 2014","N 16°44,1657' E 96°16,7082'",,,
650,2014,10,8,Yangon,Yangon,Myanmar,0,10051,26,16,48072,168012,2932,96,8257,961376,16779,93663,85457,167,470261,Bougie,"Dagon center 2, Yangon","Entretien avec Chitko",Almanach,0,"Jour 650",0,804,39,13,0,2,"mercredi 8 octobre 2014","N 16°48,0716' E 96°08.2568'",,,
